DEPARTAMENTO,MUNICIPIO,DIVIPOLA,FB key,venezuelan_mau_jan15,venezuelan_dau_jan15,venezuelan_mau_jan30,venezuelan_dau_jan30,venezuelan_mau_feb15,venezuelan_dau_feb15,venezuelan_mau_feb28,venezuelan_dau_feb28
#adm1+name,#adm2+name,#adm2+pcode,#adm2+fbcode,inneed+migrants+monthly,inneed+migrants+daily,inneed+migrants+monthly,inneed+migrants+daily,inneed+migrants+monthly,inneed+migrants+daily,inneed+migrants+monthly,inneed+migrants+daily
JUNIN,San Ramon,PE120305,1704997,0,0,0,0,1000,997,0,0
JUNIN,Saño,PE120132,2717611,0,0,0,0,0,0,0,0
JUNIN,Santa Barbara De Carhuacayan,PE120807,2717580,0,0,0,0,0,0,0,0
JUNIN,Santa Rosa De Ocopa,PE120215,1705288,0,0,0,0,0,0,0,0
JUNIN,Santa Rosa De Sacco,PE120808,2717598,0,0,0,0,0,0,0,0
JUNIN,Santo Domingo De Acobamba,PE120135,1705379,0,0,0,0,0,0,0,0
JUNIN,Sapallanga,PE120133,1705431,0,0,0,0,0,0,0,0
JUNIN,Satipo,PE120601,1705507,0,0,1000,664,0,0,0,0
JUNIN,Sausa,PE120430,2717610,0,0,0,0,0,0,0,0
JUNIN,Sicaya,PE120134,1705830,0,0,0,0,0,0,0,0
JUNIN,Sincos,PE120431,1705947,0,0,0,0,0,0,0,0
JUNIN,Suitucancha,PE120809,1706283,0,0,0,0,0,0,0,0
JUNIN,Tapo,PE120709,1706865,0,0,0,0,0,0,0,0
JUNIN,Tarma,PE120701,1706919,0,0,0,0,0,0,0,0
JUNIN,Tres De Diciembre,PE120908,2717636,0,0,0,0,0,0,0,0
JUNIN,Tunan Marca,PE120432,2717640,0,0,0,0,0,0,0,0
JUNIN,Ulcumayo,PE120504,1708121,0,0,0,0,0,0,0,0
JUNIN,Viques,PE120136,1708745,0,0,0,0,0,0,0,0
JUNIN,Vitoc,PE120306,2717652,0,0,0,0,0,0,0,0
JUNIN,Vizcatan Del Ene,PE120609,1708862,0,0,0,0,0,0,0,0
JUNIN,Yanacancha,PE120909,1708957,0,0,0,0,0,0,0,0
JUNIN,Yauli,PE120433,1709197,0,0,0,0,0,0,0,0
JUNIN,Yauli,PE120810,2717658,0,0,0,0,0,0,0,0
JUNIN,Yauyos,PE120434,2717659,0,0,0,0,0,0,1000,997
LA LIBERTAD,Agallpampa,PE130602,1683220,0,0,0,0,0,0,0,0
LA LIBERTAD,Angasmarca,PE131002,1683879,0,0,0,0,0,0,0,0
LA LIBERTAD,Ascope,PE130201,1684279,0,0,0,0,0,0,0,0
LA LIBERTAD,Bambamarca,PE130302,1684660,0,0,0,0,0,0,0,0
LA LIBERTAD,Bolivar,PE130301,1684900,0,0,0,0,0,0,0,0
LA LIBERTAD,Buldibuyo,PE130802,1685026,0,0,0,0,0,0,0,0
LA LIBERTAD,Cachicadan,PE131003,1685149,0,0,0,0,0,0,0,0
LA LIBERTAD,Calamarca,PE130502,1685336,0,0,0,0,0,0,0,0
LA LIBERTAD,Carabamba,PE130503,1685914,0,0,0,0,0,0,0,0
LA LIBERTAD,Casa Grande,PE130208,1686219,0,0,0,0,0,0,1000,997
LA LIBERTAD,Cascas,PE131101,1686291,0,0,0,0,0,0,1000,997
LA LIBERTAD,Chao,PE131202,1687319,1000,249,1000,999,1000,249,1000,499
LA LIBERTAD,Charat,PE130604,1687419,0,0,0,0,0,0,0,0
LA LIBERTAD,Chepen,PE130401,1687604,1000,498,1000,498,1000,997,1000,1021
LA LIBERTAD,Chicama,PE130202,1687654,1000,997,0,0,0,0,0,0
LA LIBERTAD,Chillia,PE130803,1687831,0,0,0,0,0,0,0,0
LA LIBERTAD,Chocope,PE130203,1688265,0,0,0,0,1000,997,0,0
LA LIBERTAD,Chugay,PE130902,1688502,0,0,0,0,0,0,0,0
LA LIBERTAD,Cochorco,PE130903,,0,0,0,0,0,0,0,0
LA LIBERTAD,Condormarca,PE130303,1689421,0,0,0,0,0,0,0,0
LA LIBERTAD,Curgos,PE130904,1690249,0,0,0,0,0,0,0,0
LA LIBERTAD,El Porvenir,PE130102,1690823,0,0,0,0,0,0,0,0
LA LIBERTAD,Florencia De Mora,PE130103,,0,0,0,0,0,0,0,0
LA LIBERTAD,Guadalupe,PE130702,1691587,1000,498,1000,498,1000,997,1000,664
LA LIBERTAD,Guadalupito,PE131203,1691588,0,0,0,0,0,0,0,0
LA LIBERTAD,Huamachuco,PE130901,1693220,1000,499,1000,333,0,0,1000,333
LA LIBERTAD,Huancaspata,PE130804,1693480,0,0,0,0,0,0,0,0
LA LIBERTAD,Huanchaco,PE130104,1693498,1000,997,0,0,0,0,0,0
LA LIBERTAD,Huaranchal,PE130605,1693713,0,0,0,0,0,0,0,0
LA LIBERTAD,Huaso,PE130504,,0,0,0,0,0,0,0,0
LA LIBERTAD,Huaylillas,PE130805,1694078,0,0,0,0,0,0,0,0
LA LIBERTAD,Huayo,PE130806,1694171,0,0,0,0,0,0,0,0
LA LIBERTAD,Jequetepeque,PE130703,1695287,0,0,0,0,0,0,0,0
LA LIBERTAD,Julcan,PE130501,1695485,0,0,0,0,0,0,0,0
LA LIBERTAD,La Cuesta,PE130606,1695828,0,0,0,0,0,0,0,0
LA LIBERTAD,La Esperanza,PE130105,1695873,2800,1507,2700,1751,1000,618,3700,2073
LA LIBERTAD,Laredo,PE130106,1696397,1000,499,0,0,0,0,1000,499
LA LIBERTAD,Longotea,PE130304,1697299,0,0,0,0,0,0,0,0
LA LIBERTAD,Lucma,PE131102,1697498,0,0,0,0,0,0,0,0
LA LIBERTAD,Mache,PE130608,1697680,0,0,0,0,0,0,0,0
LA LIBERTAD,Magdalena De Cao,PE130204,1697732,0,0,0,0,0,0,0,0
LA LIBERTAD,Marcabal,PE130905,1698056,0,0,0,0,0,0,0,0
LA LIBERTAD,Marmot,PE131103,1698165,0,0,0,0,0,0,0,0
LA LIBERTAD,Moche,PE130107,1698629,0,0,0,0,0,0,1000,498
LA LIBERTAD,Mollebamba,PE131004,1698710,0,0,0,0,0,0,0,0
LA LIBERTAD,Mollepata,PE131005,1698747,0,0,0,0,0,0,0,0
LA LIBERTAD,Ongon,PE130807,1699666,0,0,0,0,0,0,0,0
LA LIBERTAD,Otuzco,PE130601,1699817,0,0,0,0,0,0,0,0
LA LIBERTAD,Pacanga,PE130402,1699873,1000,664,1000,997,1000,664,1000,997
LA LIBERTAD,Pacasmayo,PE130704,1699894,0,0,0,0,1000,997,0,0
LA LIBERTAD,Paijan,PE130205,1700115,1000,498,0,0,1000,997,0,0
LA LIBERTAD,Paranday,PE130610,,0,0,0,0,0,0,0,0
LA LIBERTAD,Parcoy,PE130808,1700824,1000,664,1000,664,1000,332,1000,499
LA LIBERTAD,Pataz,PE130809,1701069,0,0,0,0,0,0,0,0
LA LIBERTAD,Pias,PE130810,1701339,0,0,0,0,0,0,0,0
LA LIBERTAD,Poroto,PE130108,1701938,0,0,0,0,0,0,0,0
LA LIBERTAD,Pueblo Nuevo,PE130403,1702287,0,0,0,0,1000,997,1000,997
LA LIBERTAD,Quiruvilca,PE131006,1703393,0,0,0,0,0,0,0,0
LA LIBERTAD,Razuri,PE130206,,0,0,0,0,0,0,0,0
LA LIBERTAD,Salaverry,PE130109,1702424,0,0,0,0,0,0,0,0
LA LIBERTAD,Salpo,PE130611,1704200,0,0,0,0,0,0,0,0
LA LIBERTAD,San Jose,PE130705,1704671,0,0,0,0,0,0,0,0
LA LIBERTAD,San Pedro De Lloc,PE130701,1704949,1000,498,1000,997,0,0,1000,333
LA LIBERTAD,Sanagoran,PE130906,1704266,0,0,0,0,0,0,0,0
LA LIBERTAD,Santa Cruz De Chuca,PE131007,1705110,0,0,0,0,0,0,0,0
LA LIBERTAD,Santiago De Cao,PE130207,1705353,1000,997,1000,997,1000,498,0,0
LA LIBERTAD,Santiago De Challas,PE130811,,0,0,0,0,0,0,0,0
LA LIBERTAD,Santiago De Chuco,PE131001,1705358,0,0,0,0,0,0,1000,997
LA LIBERTAD,Sarin,PE130907,1705488,0,0,0,0,0,0,0,0
LA LIBERTAD,Sartimbamba,PE130908,1705492,0,0,0,0,0,0,0,0
LA LIBERTAD,Sayapullo,PE131104,1705561,0,0,0,0,0,0,0,0
LA LIBERTAD,Simbal,PE130110,1705918,0,0,0,0,0,0,0,0
LA LIBERTAD,Sinsicap,PE130613,1705967,0,0,0,0,0,0,0,0
LA LIBERTAD,Sitabamba,PE131008,1706006,0,0,0,0,0,0,0,0
LA LIBERTAD,Taurija,PE130812,1706988,0,0,0,0,0,0,0,0
LA LIBERTAD,Tayabamba,PE130801,1706997,0,0,0,0,0,0,0,0
LA LIBERTAD,Trujillo,PE130101,1707792,29000,18419,29000,15394,28000,18522,0,0
LA LIBERTAD,Uchumarca,PE130305,1708044,0,0,0,0,0,0,0,0
LA LIBERTAD,Ucuncha,PE130306,1708103,0,0,0,0,0,0,0,0
LA LIBERTAD,Urpay,PE130813,1708317,0,0,0,0,0,0,0,0
LA LIBERTAD,Usquil,PE130614,1708370,0,0,0,0,0,0,0,0
LA LIBERTAD,Victor Larco Herrera,PE130111,1708579,1800,946,1800,999,1600,995,2100,1031
LA LIBERTAD,Viru,PE131201,1708763,1000,333,1000,499,1000,499,0,0
LAMBAYEQUE,Cañaris,PE140202,,0,0,0,0,0,0,0,0
LAMBAYEQUE,Cayalti,PE140116,1686473,1000,997,1000,997,1000,997,0,0
LAMBAYEQUE,Chiclayo,PE140101,1687693,6800,3547,6800,4059,7000,5251,6400,4092
LAMBAYEQUE,Chochope,PE140302,1688236,0,0,0,0,0,0,0,0
LAMBAYEQUE,Chongoyape,PE140102,1688330,0,0,0,0,0,0,0,0
LAMBAYEQUE,Eten,PE140103,1691172,1000,997,1000,997,1000,997,1000,997
LAMBAYEQUE,Eten Puerto,PE140104,1691173,0,0,0,0,0,0,0,0
LAMBAYEQUE,Ferreñafe,PE140201,1691230,1000,997,0,0,0,0,1000,332
LAMBAYEQUE,Illimo,PE140303,1704707,0,0,0,0,0,0,0,0
LAMBAYEQUE,Incahuasi,PE140203,1694630,0,0,0,0,0,0,0,0
LAMBAYEQUE,Jayanca,PE140304,1695231,1000,498,1000,997,0,0,1000,498
LAMBAYEQUE,Jose Leonardo Ortiz,PE140105,,0,0,0,0,0,0,0,0
LAMBAYEQUE,La Victoria,PE140106,1696701,0,0,0,0,0,0,0,0
LAMBAYEQUE,Lagunas,PE140107,1695970,0,0,0,0,0,0,0,0
LAMBAYEQUE,Lambayeque,PE140301,1696123,1000,428,1000,428,1000,599,1100,806
LAMBAYEQUE,Manuel Antonio Mesones Muro,PE140204,1697968,0,0,0,0,0,0,0,0
LAMBAYEQUE,Mochumi,PE140305,1698634,0,0,0,0,0,0,0,0
LAMBAYEQUE,Monsefu,PE140108,1698782,0,0,1000,498,0,0,1000,498
LAMBAYEQUE,Morrope,PE140306,1698919,0,0,0,0,0,0,0,0
LAMBAYEQUE,Motupe,PE140307,1698948,1000,997,1000,997,1000,997,0,0
LAMBAYEQUE,Nueva Arica,PE140109,1699365,0,0,0,0,0,0,0,0
LAMBAYEQUE,Olmos,PE140308,1699644,0,0,0,0,1000,498,1000,666
LAMBAYEQUE,Oyotun,PE140110,1699841,0,0,0,0,0,0,0,0
LAMBAYEQUE,Pacora,PE140309,1700058,0,0,0,0,0,0,0,0
LAMBAYEQUE,Patapo,PE140117,1701039,0,0,0,0,0,0,0,0
LAMBAYEQUE,Picsi,PE140111,1701422,0,0,0,0,0,0,0,0
LAMBAYEQUE,Pimentel,PE140112,1701543,0,0,0,0,0,0,1000,498
LAMBAYEQUE,Pitipo,PE140205,1701717,1000,997,0,0,0,0,0,0
LAMBAYEQUE,Pomalca,PE140118,1701876,0,0,0,0,1000,997,0,0
LAMBAYEQUE,Pucala,PE140119,1702133,0,0,0,0,0,0,0,0
LAMBAYEQUE,Pueblo Nuevo,PE140206,1702288,0,0,0,0,0,0,0,0
LAMBAYEQUE,Reque,PE140113,1703719,1000,997,0,0,1000,997,1000,997
LAMBAYEQUE,Salas,PE140310,1704132,0,0,0,0,0,0,0,0
LAMBAYEQUE,San Jose,PE140311,1704672,0,0,0,0,0,0,0,0
LAMBAYEQUE,Saña,PE140115,1704346,0,0,0,0,0,0,0,0
LAMBAYEQUE,Santa Rosa,PE140114,1705316,0,0,0,0,0,0,0,0
LAMBAYEQUE,Tucume,PE140312,1707837,0,0,0,0,0,0,0,0
LAMBAYEQUE,Tuman,PE140120,1707873,0,0,0,0,0,0,0,0
LIMA,Alis,PE151002,1683459,0,0,0,0,0,0,0,0
LIMA,Allauca,PE151003,1683486,0,0,0,0,0,0,0,0
LIMA,Ambar,PE150802,1683627,0,0,0,0,0,0,0,0
LIMA,Ancon,PE150102,1683803,1000,363,1000,363,1000,592,1000,227
LIMA,Andajes,PE150902,1683835,0,0,0,0,0,0,0,0
LIMA,Antioquia,PE150702,1684043,0,0,0,0,0,0,0,0
LIMA,Arahuay,PE150402,1684132,0,0,0,0,0,0,0,0
LIMA,Asia,PE150502,1684291,0,0,0,0,0,0,1000,997
LIMA,Atavillos Alto,PE150602,2717273,0,0,0,0,0,0,0,0
LIMA,Atavillos Bajo,PE150603,2717274,0,0,0,0,0,0,0,0
LIMA,Ate,PE150103,1684371,21000,13395,21000,12527,23000,13534,24000,14293
LIMA,Aucallama,PE150604,1684429,0,0,0,0,1000,997,0,0
LIMA,Ayaviri,PE151004,1684539,0,0,0,0,0,0,0,0
LIMA,Azangaro,PE151005,1684583,0,0,0,0,0,0,0,0
LIMA,Barranca,PE150201,1684700,1000,679,1000,625,1100,737,1000,624
LIMA,Barranco,PE150104,1684709,0,0,1000,997,1000,498,0,0
LIMA,Breña,PE150105,2717279,1900,1085,1000,569,2100,1180,2200,1173
LIMA,Cacra,PE151006,1685194,0,0,0,0,0,0,0,0
LIMA,Cajatambo,PE150301,1685296,0,0,0,0,0,0,0,0
LIMA,Calango,PE150503,1685345,0,0,0,0,0,0,0,0
LIMA,Caleta De Carquin,PE150803,1685395,0,0,0,0,0,0,0,0
LIMA,Callahuanca,PE150703,1685434,0,0,0,0,0,0,0,0
LIMA,Canta,PE150401,1685778,0,0,0,0,0,0,0,0
LIMA,Carabayllo,PE150106,1685918,5200,2741,5200,2856,5700,2844,5900,3330
LIMA,Carampoma,PE150704,1685968,0,0,0,0,0,0,0,0
LIMA,Carania,PE151007,1685974,0,0,0,0,0,0,0,0
LIMA,Catahuasi,PE151008,1686383,0,0,0,0,0,0,0,0
LIMA,Caujul,PE150903,1686440,0,0,0,0,0,0,0,0
LIMA,Cerro Azul,PE150504,1686831,1000,997,1000,997,1000,997,0,0
LIMA,Chaclacayo,PE150107,1686981,1000,666,1000,444,1100,427,1100,563
LIMA,Chancay,PE150605,1687268,1000,624,1000,624,1000,499,1000,333
LIMA,Checras,PE150804,2717305,0,0,0,0,0,0,0,0
LIMA,Chicla,PE150705,1687688,0,0,0,0,0,0,0,0
LIMA,Chilca,PE150505,1687792,1000,749,1000,749,1000,999,1000,799
LIMA,Chocos,PE151009,1688271,0,0,0,0,0,0,0,0
LIMA,Chorrillos,PE150108,1688394,16000,9824,17000,10081,17000,10164,18000,9412
LIMA,Cieneguilla,PE150109,1688865,1000,444,1000,499,0,0,1000,461
LIMA,Coayllo,PE150506,1688923,0,0,0,0,0,0,0,0
LIMA,Cochamarca,PE150904,1688976,0,0,0,0,0,0,0,0
LIMA,Cochas,PE151010,2717318,0,0,0,0,0,0,0,0
LIMA,Colonia,PE151011,1689232,0,0,0,0,0,0,0,0
LIMA,Comas,PE150110,1689280,15000,8018,15000,9075,16000,8717,17000,9867
LIMA,Copa,PE150302,1689544,0,0,0,0,0,0,0,0
LIMA,Cuenca,PE150706,1690030,0,0,0,0,0,0,0,0
LIMA,El Agustino,PE150111,1690490,8500,5323,8600,5431,9100,4859,9200,5268
LIMA,Gorgor,PE150303,1691541,0,0,0,0,0,0,0,0
LIMA,Hongos,PE151012,1692726,0,0,0,0,0,0,0,0
LIMA,Huacho,PE150801,1692916,1400,979,1400,856,1500,986,0,0
LIMA,Huachupampa,PE150707,1692934,0,0,0,0,0,0,0,0
LIMA,Hualmay,PE150805,1693197,0,0,0,0,0,0,1000,997
LIMA,Huamantanga,PE150403,1693262,0,0,0,0,0,0,0,0
LIMA,Huampara,PE151013,1693304,0,0,0,0,0,0,0,0
LIMA,Huancapon,PE150304,1693439,0,0,0,0,0,0,0,0
LIMA,Huancaya,PE151014,1693487,0,0,0,0,0,0,0,0
LIMA,Huañec,PE151017,1693540,0,0,0,0,0,0,0,0
LIMA,Huangascar,PE151015,1693551,0,0,0,0,0,0,0,0
LIMA,Huantan,PE151016,1693585,0,0,0,0,0,0,0,0
LIMA,Huanza,PE150708,1693617,0,0,0,0,0,0,0,0
LIMA,Huaral,PE150601,1693703,1100,840,1100,646,1200,752,1000,799
LIMA,Huarochiri,PE150709,1693844,0,0,0,0,0,0,0,0
LIMA,Huaros,PE150404,,0,0,0,0,0,0,0,0
LIMA,Huaura,PE150806,1693989,0,0,0,0,0,0,1000,498
LIMA,Ihuari,PE150606,1694565,0,0,0,0,0,0,0,0
LIMA,Imperial,PE150507,1694611,0,0,0,0,0,0,0,0
LIMA,Independencia,PE150112,1694656,7800,4991,7900,4188,8300,4180,8300,4957
LIMA,Jesus Maria,PE150113,2717391,3200,1950,3200,1640,3700,1926,3700,1375
LIMA,La Molina,PE150114,1696159,5100,2393,5100,2660,5600,3344,5400,3283
LIMA,La Victoria,PE150115,1696702,0,0,0,0,0,0,0,0
LIMA,Lachaqui,PE150405,1695739,0,0,0,0,0,0,0,0
LIMA,Lahuaytambo,PE150710,1696021,0,0,0,0,0,0,0,0
LIMA,Lampian,PE150607,1696179,0,0,0,0,0,0,0,0
LIMA,Langa,PE150711,1696218,0,0,0,0,0,0,0,0
LIMA,Laraos,PE151018,1696381,0,0,0,0,0,0,0,0
LIMA,Laraos,PE150712,2717419,0,0,0,0,0,0,0,0
LIMA,Leoncio Prado,PE150807,1696781,0,0,0,0,0,0,0,0
LIMA,Lima,PE150101,1696855,490000,292458,490000,284827,0,0,480000,273797
LIMA,Lince,PE150116,1696890,3000,1973,3000,1949,1000,542,3300,1972
LIMA,Lincha,PE151019,1696891,0,0,0,0,0,0,0,0
LIMA,Los Olivos,PE150117,2717428,20000,12413,20000,11286,22000,13323,22000,14529
LIMA,Lunahuana,PE150508,1697552,0,0,0,0,1000,997,0,0
LIMA,Lurigancho,PE150118,1697575,30000,17714,0,0,32000,17674,32000,19647
LIMA,Lurin,PE150119,1697580,3600,2215,3600,2159,4100,1992,4300,2388
LIMA,Madean,PE151020,1697724,0,0,0,0,0,0,0,0
LIMA,Magdalena Del Mar,PE150120,1697733,2200,1178,2200,1289,2600,1765,2600,1417
LIMA,Mala,PE150509,1697778,1000,997,1000,664,1000,664,1000,749
LIMA,Manas,PE150305,1697886,0,0,0,0,0,0,0,0
LIMA,Mariatana,PE150713,1698135,0,0,0,0,0,0,0,0
LIMA,Matucana,PE150701,1698256,0,0,0,0,0,0,0,0
LIMA,Miraflores,PE151021,2717455,0,0,0,0,0,0,0,0
LIMA,Miraflores,PE150122,2717456,7800,5877,7900,5470,8500,5087,8500,5400
LIMA,Navan,PE150905,1699222,0,0,0,0,0,0,0,0
LIMA,Nuevo Imperial,PE150510,2717466,0,0,0,0,0,0,0,0
LIMA,Omas,PE151022,1699656,0,0,0,0,0,0,0,0
LIMA,Oyon,PE150901,1699838,0,0,0,0,0,0,0,0
LIMA,Pacaran,PE150511,1699886,0,0,0,0,0,0,0,0
LIMA,Pacaraos,PE150608,1699887,0,0,0,0,0,0,0,0
LIMA,Paccho,PE150808,1699953,0,0,0,0,0,0,0,0
LIMA,Pachacamac,PE150123,1699960,1600,571,1600,861,1800,899,1900,1266
LIMA,Pachangara,PE150906,1699991,1000,997,1000,997,1000,997,0,0
LIMA,Paramonga,PE150202,1700759,0,0,0,0,0,0,1000,997
LIMA,Pativilca,PE150203,1701102,0,0,0,0,0,0,0,0
LIMA,Pucusana,PE150124,1702251,0,0,0,0,1000,332,1000,399
LIMA,Pueblo Libre,PE150121,1702273,1000,997,1000,997,0,0,0,0
LIMA,Puente Piedra,PE150125,1702331,5000,2888,5100,2881,5800,3698,5900,2897
LIMA,Punta Hermosa,PE150126,1702781,1000,749,1000,666,1000,699,1000,749
LIMA,Punta Negra,PE150127,1702786,0,0,0,0,0,0,0,0
LIMA,Putinza,PE151023,1702930,0,0,0,0,0,0,0,0
LIMA,Quilmana,PE150512,1703252,0,0,0,0,0,0,0,0
LIMA,Quinches,PE151024,1703306,0,0,0,0,0,0,0,0
LIMA,Quinocay,PE151025,1703320,0,0,0,0,0,0,0,0
LIMA,Ricardo Palma,PE150714,1703744,0,0,0,0,0,0,0,0
LIMA,Rimac,PE150128,1703754,4900,2858,4900,2750,5200,2958,5200,2958
LIMA,San Andres De Tupicocha,PE150715,2717527,0,0,0,0,0,0,0,0
LIMA,San Antonio,PE150513,2717529,0,0,0,0,0,0,0,0
LIMA,San Antonio,PE150716,1704337,0,0,0,0,0,0,0,0
LIMA,San Bartolo,PE150129,1704361,1000,499,1000,666,1000,332,1000,332
LIMA,San Bartolome,PE150717,1704359,0,0,0,0,0,0,0,0
LIMA,San Borja,PE150130,1704372,2800,2084,2800,2333,3000,2433,3000,2395
LIMA,San Buenaventura,PE150406,1704375,0,0,0,0,0,0,0,0
LIMA,San Damian,PE150718,1704429,0,0,0,0,0,0,0,0
LIMA,San Isidro,PE150131,2759891,5600,3785,5700,4039,6500,4149,6500,4122
LIMA,San Joaquin,PE151026,1704617,0,0,0,0,0,0,0,0
LIMA,San Juan De Iris,PE150719,1704708,0,0,0,0,0,0,0,0
LIMA,San Juan De Lurigancho,PE150132,1704719,26000,15107,26000,14770,28000,16450,28000,17053
LIMA,San Juan De Miraflores,PE150133,2717548,17000,10754,17000,9873,19000,11981,19000,11576
LIMA,San Juan De Tantaranche,PE150720,1704737,0,0,0,0,0,0,0,0
LIMA,San Lorenzo De Quinti,PE150721,2717551,0,0,0,0,0,0,0,0
LIMA,San Luis,PE150514,2717552,0,0,0,0,0,0,0,0
LIMA,San Luis,PE150134,1704811,4700,3371,4800,3683,5200,3511,5300,3286
LIMA,San Martin De Porres,PE150135,1704837,37000,22761,38000,23659,0,0,40000,22292
LIMA,San Mateo,PE150722,1704858,0,0,0,0,0,0,0,0
LIMA,San Mateo De Otao,PE150723,1704854,0,0,0,0,0,0,0,0
LIMA,San Miguel,PE150136,1704891,0,0,0,0,0,0,0,0
LIMA,San Miguel De Acos,PE150609,2717559,0,0,0,0,0,0,0,0
LIMA,San Pedro De Casta,PE150724,1704942,0,0,0,0,0,0,0,0
LIMA,San Pedro De Huancayre,PE150725,2717573,0,0,0,0,0,0,0,0
LIMA,San Pedro De Pilas,PE151027,2717574,0,0,0,0,0,0,0,0
LIMA,San Vicente De Cañete,PE150501,1705418,0,0,0,0,0,0,0,0
LIMA,Sangallaya,PE150726,1704513,0,0,0,0,0,0,0,0
LIMA,Santa Anita,PE150137,1705055,11000,5883,11000,6062,12000,7087,12000,6965
LIMA,Santa Cruz De Andamarca,PE150610,1705109,0,0,0,0,0,0,0,0
LIMA,Santa Cruz De Cocachacra,PE150727,2717588,0,0,0,0,0,0,0,0
LIMA,Santa Cruz De Flores,PE150515,1705111,0,0,0,0,0,0,0,0
LIMA,Santa Eulalia,PE150728,1705157,1000,997,0,0,1000,997,0,0
LIMA,Santa Leonor,PE150809,2717590,0,0,0,0,0,0,0,0
LIMA,Santa Maria,PE150810,2717592,1000,498,1000,997,1000,664,1000,666
LIMA,Santa Maria Del Mar,PE150138,1705237,0,0,0,0,0,0,0,0
LIMA,Santa Rosa,PE150139,1705317,0,0,0,0,0,0,0,0
LIMA,Santa Rosa De Quives,PE150407,1705294,0,0,0,0,0,0,0,0
LIMA,Santiago De Anchucaya,PE150729,1705352,0,0,0,0,0,0,0,0
LIMA,Santiago De Surco,PE150140,1705364,19000,12541,19000,11921,21000,13229,20000,12018
LIMA,Santiago De Tuna,PE150730,1705365,0,0,0,0,0,0,0,0
LIMA,Santo Domingo De Los Olleros,PE150731,1705385,0,0,0,0,0,0,0,0
LIMA,Sayan,PE150811,1705558,0,0,0,0,0,0,1000,997
LIMA,Sumbilca,PE150611,1706322,0,0,0,0,0,0,0,0
LIMA,Supe,PE150204,2717619,1000,997,0,0,0,0,1000,498
LIMA,Supe Puerto,PE150205,1702558,0,0,0,0,0,0,1000,997
LIMA,Surco,PE150732,1706376,0,0,0,0,0,0,0,0
LIMA,Surquillo,PE150141,1706390,5200,3835,5300,3538,5600,3809,5700,4235
LIMA,Tanta,PE151028,1706845,0,0,0,0,0,0,0,0
LIMA,Tauripampa,PE151029,1706990,0,0,0,0,0,0,0,0
LIMA,Tomas,PE151030,1707500,0,0,0,0,0,0,0,0
LIMA,Tupe,PE151031,1707946,0,0,0,0,0,0,0,0
LIMA,Vegueta,PE150812,1708474,0,0,0,0,1000,997,1000,664
LIMA,Veintisiete De Noviembre,PE150612,2717647,0,0,0,0,0,0,0,0
LIMA,Villa El Salvador,PE150142,2717649,10000,6399,10000,6131,11000,6698,12000,6871
LIMA,Villa Maria Del Triunfo,PE150143,1708672,9700,5657,9800,5831,11000,7269,11000,6603
LIMA,Viñac,PE151032,1708710,0,0,0,0,0,0,0,0
LIMA,Vitis,PE151033,1708839,0,0,0,0,0,0,0,0
LIMA,Yauyos,PE151001,1709220,0,0,0,0,0,0,0,0
LIMA,Zuñiga,PE150516,1709509,0,0,0,0,0,0,0,0
LORETO,Alto Nanay,PE160102,1699149,0,0,0,0,0,0,0,0
LORETO,Alto Tapiche,PE160502,,0,0,0,0,0,0,0,0
LORETO,Andoas,PE160706,1683861,0,0,0,0,0,0,0,0
LORETO,Balsapuerto,PE160202,1684648,0,0,0,0,0,0,0,0
LORETO,Barranca,PE160701,1684701,0,0,0,0,0,0,0,0
LORETO,Belen,PE160112,1684773,0,0,0,0,0,0,1000,997
LORETO,Cahuapanas,PE160702,1685232,0,0,0,0,0,0,0,0
LORETO,Capelo,PE160503,,0,0,0,0,0,0,0,0
LORETO,Contamana,PE160601,1689514,0,0,0,0,0,0,0,0
LORETO,Emilio San Martin,PE160504,1704851,0,0,0,0,0,0,0,0
LORETO,Fernando Lores,PE160103,,0,0,0,0,0,0,0,0
LORETO,Inahuaya,PE160602,1694612,0,0,0,0,0,0,0,0
LORETO,Indiana,PE160104,1694659,0,0,0,0,0,0,0,0
LORETO,Iquitos,PE160101,1694730,1000,499,1000,428,1000,499,1000,499
LORETO,Jeberos,PE160205,1695247,0,0,0,0,0,0,0,0
LORETO,Jenaro Herrera,PE160510,,0,0,0,0,0,0,0,0
LORETO,Lagunas,PE160206,1695971,0,0,0,0,0,0,0,0
LORETO,Las Amazonas,PE160105,1687323,0,0,0,0,0,0,0,0
LORETO,Manseriche,PE160703,,0,0,0,0,0,0,0,0
LORETO,Maquia,PE160505,1697989,0,0,0,0,0,0,0,0
LORETO,Mazan,PE160106,1698320,0,0,0,0,0,0,0,0
LORETO,Morona,PE160704,1704280,0,0,0,0,0,0,0,0
LORETO,Napo,PE160107,,0,0,0,0,0,0,0,0
LORETO,Nauta,PE160301,1699219,0,0,0,0,0,0,0,0
LORETO,Padre Marquez,PE160603,1700087,0,0,0,0,0,0,0,0
LORETO,Pampa Hermosa,PE160604,1700498,0,0,0,0,0,0,0,0
LORETO,Parinari,PE160302,1702513,0,0,0,0,0,0,0,0
LORETO,Pastaza,PE160705,,0,0,0,0,0,0,0,0
LORETO,Pebas,PE160402,1701207,0,0,0,0,0,0,0,0
LORETO,Puinahua,PE160506,,0,0,0,0,0,0,0,0
